identifier,file,description,title,creator,date,adaptive_ocr,better_pdf,mediatype,pinpoint,internet_archive
CBSA_A-2017-09644,atip-files/CBSA ATIPS/CBSA_A-2017-09644.pdf,"Statistics from January 1, 2000 to June 22, 2017 on the annual number of removal orders issued and enforced for all regions broken down by: type of order, status of individual subject to the order, gender, age and country of origin. Additionally policy documents concerning enforcement of the Immigration and Refugee Protection Act (IRPA) regarding persons working illegally and employers hiring them, including materials governing investigation, information gathering and cooperation with other agencies. Plus the number of offences investigated and all outcomes pursuant to the following sections of IRPA: 124(a), 124(c), 183(1), 117(1), 118(1), and 119, broken down by: location, gender, age, industry of work, and country of origin.

Statistiques du 1er janvier 2000 au 22 juin 2017 sur le nombre annuel de mesures de renvois délivrées et appliquées dans chaque région, réparties par type de mesure, état de la personne assujettie au renvoi, sexe, âge et pays d'origine. De plus, documents stratégiques concernant l'application de la Loi sur l'immigration et la protection des réfugiés (LIPR) pour ce qui est des personnes travaillant illégalement et de leurs employeurs, notamment les documents régissant l'enquête, la collecte d'information et la collaboration avec d'autres organismes. S'y ajoutent le nombre d'infractions ayant fait l'objet d'une enquête et les résultats (en application des paragraphes suivants de la LIPR : 124(a), 124(c), 183(1), 117(1), 118(1), et 119), répartis selon l'emplacement, le sexe, l'âge, le domaine de travail et le pays d'origine.",A-2017-09644,Canada Border Services Agency | Agence des services frontaliers du Canada,2018-06,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-10131,atip-files/CBSA ATIPS/CBSA_A-2017-10131.pdf,"Records from January 1, 2012 to June 21, 2017, including studies, memoranda, memos, reports, research and emails concerning the practice of forced marriage that occurs in Ontario to women and girls. This includes those who are forced into a marriage in Ontario, those who are taken out of Ontario and forced into marriage and those from abroad who were forced into a marriage to a male resident of Ontario.

Dossiers datés du 1er janvier 2012 au 21 juin 2017, y compris des études, des mémorandums, des notes de service, des rapports, des recherches et des courriels, concernant la pratique du mariage forcé qui a lieu en Ontario pour les femmes et les filles. Cela comprend les femmes et les filles qui sont forcées de se marier en Ontario, celles qui doivent quitter l’Ontario et sont forcées de se marier, ainsi que celles qui se trouvent à l’étranger et qui sont forcées de se marier à un résident de l’Ontario.",A-2017-10131,Canada Border Services Agency | Agence des services frontaliers du Canada,2020-05,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-10951,atip-files/CBSA ATIPS/CBSA_A-2017-10951.pdf,"Records from January 1, 2012 to July 6, 2017, concerning Canada's War Crimes Program as kept in record bank number CBSA PPU 028 and CBSA PPU 020, in particular: information on individuals, including photos and narrative descriptions of individuals of interest to the War Crimes Unit as kept within the Fugitive Information Bank or within the War Crimes Unit. Additionally, a complete list of all individuals suspected of modern war crimes or crimes against humanity broken down by name, biographical information, citizenship status and nature of alleged war crime or crime against humanity.

Dossiers du 1er janvier 2012 au 6 juillet 2017 concernant le Programme canadien sur les crimes de guerre, tels que conservés dans les fichiers ASFC PPU 028 et ASFC PPU 020, en particulier : les informations sur les personnes, y compris les photos et les descriptions narratives des personnes présentant un intérêt pour l’Unité des crimes de guerre, telles que conservées dans les Dossiers de fugitifs ou au sein de l’Unité des crimes de guerre. En outre, une liste complète de toutes les personnes soupçonnées de crimes de guerre modernes ou de crimes contre l’humanité, ventilée par nom, informations biographiques, statut de citoyenneté et nature du crime de guerre ou du crime contre l’humanité présumé.",A-2017-10951,Canada Border Services Agency | Agence des services frontaliers du Canada,2020-06,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-11493,atip-files/CBSA ATIPS/CBSA_A-2017-11493.pdf,"A copy of the following Communiqués from January 1, 2016 to December 31, 2017: Communiqué 2017-03 Canada IMM1442 with Updated Letterhead; Communiqué 2017-04 United Kingdom: New Passport Requirements; and Communiqué 2017-05 Canada: Children's Signature in Passports.

Une copie des communiqués suivants, datés du 1er janvier 2016 au 31 décembre 2017 : communiqué de mars 2017, Canada : IMM1442 avec en-tête mis à jour; communiqué d’avril 2017, Royaume-Uni : nouvelles exigences relatives au passeport; et communiqué de mai 2017, Canada : les signatures des enfants dans les passeports.",A-2017-11493,Canada Border Services Agency | Agence des services frontaliers du Canada,2020-05,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-13056,atip-files/CBSA ATIPS/CBSA_A-2017-13056.pdf,"A list of Briefing Notes prepared from June 1, 2016 to January 1, 2017, for the President of the Canada Border Services Agency. This excludes Cabinet confidences.

Liste des notes d’information rédigées à l’intention du président de l’Agence des services frontaliers du Canada du 1er juin 2016 au 1er janvier 2017. Exclut les documents confidentiels du Cabinet.",A-2017-13056,Canada Border Services Agency | Agence des services frontaliers du Canada,2020-06,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-13936,atip-files/CBSA ATIPS/CBSA_A-2017-13936.pdf,"Phase 2 of A-2015-02218: emails from October 1, 2014 to February 10, 2015, from or to Kim Scoville.

Phase 2 de A-2015-02218 : Les courriels du 1er octobre 2014 au 10 février 2015, envoyés ou reçus par Kim Scoville.",A-2017-13936,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-03,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-13945,atip-files/CBSA ATIPS/CBSA_A-2017-13945.pdf,"The final version or most recent draft from January 1 to September 20, 2017 of reports, studies, analysis, memos, briefing notes, risk and threat assessments by the Canada Border Services Agency's liaison officers stationed in New York discussing implications for illegal migration to Canada arising from changes to the policy of the United States.

La version définitive ou la plus récente ébauche des rapports, des études, des analyses, des notes de services, des notes d'information, des évaluations du risque et de la menace rédigés entre le 1er janvier et le 20 septembre 2017 par les agents de liaison de l'Agence des services frontaliers du Canada en poste à New York et portant sur les répercussions de la migration illégale vers le Canada à la suite des changements apportés à la politique des États-Unis.",A-2017-13945,Canada Border Services Agency | Agence des services frontaliers du Canada,2017-12,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-13966,atip-files/CBSA ATIPS/CBSA_A-2017-13966.pdf,"Records from June 1 to August 31, 2017, regarding immigration and asylum seekers including: intelligence reports, intelligence assessments, intelligence briefs, weekly intelligence updates, significant interdiction notes for, including but not limited to, the Quebec division, quarterly reports, risk assessments and evaluation reports.

Dossiers du 1er juin au 31 août 2017 concernant l’immigration et les demandeurs d’asile, y compris : les rapports du renseignement, les évaluations de renseignements, les bulletins du renseignement, les bilans hebdomadaires du renseignement, les avis d’interdiction pour, sans toutefois s’y limiter, la région du Québec, les rapports trimestriels, les évaluations des risques et les rapports d’évaluation.",A-2017-13966,Canada Border Services Agency | Agence des services frontaliers du Canada,2020-07,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-13993,atip-files/CBSA ATIPS/CBSA_A-2017-13993.pdf,"Records from September 1, 2016 to December 31, 2017, regarding the interception or detention of irregular border crossers in Manitoba. This includes final versions of: briefing notes, decks, presentations, reports, plus emails and correspondence of policy value. This excludes publicly available records and those that are Cabinet confidences.

Documents du 1er septembre 2016 au 31 décembre 2017 concernant l’interception ou la détention de personnes ayant franchi la frontière de façon irrégulière au Manitoba. Il s’agit notamment des versions finales des notes d’information, des présentations, des rapports, ainsi que des courriels et de la correspondance à valeur stratégique. Cela exclut les documents accessibles au public et les documents confidentiels du Cabinet.",A-2017-13993,Canada Border Services Agency | Agence des services frontaliers du Canada,2021-05,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-16950,atip-files/CBSA ATIPS/CBSA_A-2017-16950.pdf,"Records from November 10, 2012 to October 17, 2017, including policies, memos, emails, notes and reports, containing references by employees of the Canada Border Services Agency to information regarding Kazakhstan that was provided by the Department of Foreign Affairs and International Trade.

Documents du 10 novembre 2012 au 17 octobre 2017, y compris les politiques, les mémos, les courriels, les notes et les rapports, dans lesquels des employés de l'Agence des services frontaliers du Canada mentionnent des renseignements concernant le Kazakhstan qui ont été fournis par le ministère des Affaires étrangères et du Commerce international.",A-2017-16950,Canada Border Services Agency | Agence des services frontaliers du Canada,2022-03,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-18416,atip-files/CBSA ATIPS/CBSA_A-2017-18416.pdf,"Operations Bulletin OPS-2017-29, entitled: Preliminary Risk Assessment, issued on July 26, 2017, including a list of the screening questions.

Bulletin opérationnel OPS-2017-29, intitulé « Examen de l’évaluation préliminaire du risque », publié le 26 juillet 2017, y compris une liste des questions de contrôle.",A-2017-18416,Canada Border Services Agency | Agence des services frontaliers du Canada,2018-01,TRUE,TRUE,text,TRUE,TRUE
CBSA_A-2017-18496,atip-files/CBSA ATIPS/CBSA_A-2017-18496.pdf,"Records from November 1, 2016 to September 17, 2017, that mention antifa or anti-fascist, including: briefing notes, threat assessments and internal reports.

Les dossiers pour la période du 1er novembre 2016 au 17 septembre 2017 qui mentionnent les termes « antifa » ou « anti-fasciste », notamment : les notes d’information, les évaluations de la menace et les rapports internes.",A-2017-18496,Canada Border Services Agency | Agence des services frontaliers du Canada,2020-07,TRUE,TRUE,text,TRUE,TRUE
